DDI-MedLine.d48.s0|0-20|Clostridium difficile|drug
DDI-MedLine.d193.s0|39-48|Ticagrelor|drug
DDI-MedLine.d193.s0|51-58|Brilinta|brand
DDI-MedLine.d193.s0|64-74|Clopidogrel|drug
DDI-MedLine.d193.s0|77-82|Plavix|brand
DDI-MedLine.d193.s1|0-9|ticagrelor|drug
DDI-MedLine.d193.s1|12-31|Brilinta-AstraZeneca|brand
DDI-MedLine.d193.s2|21-31|clopidogrel|drug
DDI-MedLine.d193.s2|34-39|Plavix|brand
DDI-MedLine.d193.s2|46-54|prasugrel|drug
DDI-MedLine.d193.s2|57-63|Effient|brand
DDI-MedLine.d43.s5|79-88|carcinogen|drug_n
DDI-MedLine.d43.s6|100-117|diethylnitrosamine|drug_n
DDI-MedLine.d43.s7|175-187|phenobarbital|drug
DDI-MedLine.d43.s8|91-98|C57BL/6N|group
DDI-MedLine.d43.s8|100-100|X|group
DDI-MedLine.d43.s8|102-108|C3H/HeN|group
DDI-MedLine.d43.s8|110-111|F1|group
DDI-MedLine.d43.s9|84-102|chemical carcinogen|drug_n
DDI-MedLine.d100.s0|13-36|calcium-channel blockers|group
DDI-MedLine.d100.s2|50-61|calcium ions|drug
DDI-MedLine.d100.s2|89-107|platelet activation|group
DDI-MedLine.d100.s2|124-140|platelet contents|group
DDI-MedLine.d100.s3|116-129|thromboxane A2|group
DDI-MedLine.d100.s3|165-176|calcium ions|group
DDI-MedLine.d100.s4|0-31|Adenosine 3':5'-cyclic phosphate|drug
DDI-MedLine.d100.s5|0-15|calcium blockers|group
DDI-MedLine.d100.s5|26-34|verapamil|drug
DDI-MedLine.d100.s5|37-45|diltiazem|drug
DDI-MedLine.d100.s5|52-61|nifedipine|drug
DDI-MedLine.d100.s6|46-65|platelet aggregation|group
DDI-MedLine.d100.s6|71-95|thromboxane A2 generation|group
DDI-MedLine.d100.s7|35-50|calcium blockers|group
DDI-MedLine.d100.s7|80-90|vasodilator|group
DDI-MedLine.d100.s7|96-117|platelet antiaggregant|group
DDI-MedLine.d100.s7|119-130|prostacyclin|drug
DDI-MedLine.d100.s7|171-187|platelet function|group
DDI-MedLine.d100.s8|17-32|calcium blockers|group
DDI-MedLine.d100.s8|37-53|platelet function|group
DDI-MedLine.d100.s8|59-85|arachidonic acid metabolism|group
DDI-MedLine.d73.s0|0-3|MPTP|drug
DDI-MedLine.d73.s1|0-3|MPTP|drug
DDI-MedLine.d73.s1|5-19|methamphetamine|drug
DDI-MedLine.d73.s2|21-24|MPTP|drug
DDI-MedLine.d73.s2|143-151|pargyline|drug
DDI-MedLine.d73.s3|4-7|MPTP|drug
DDI-MedLine.d73.s3|83-93|amphetamine|drug
DDI-MedLine.d73.s3|147-157|apomorphine|drug
DDI-MedLine.d73.s4|23-26|MPTP|drug_n
DDI-MedLine.d73.s4|108-116|pargyline|drug
DDI-MedLine.d73.s5|110-118|pargyline|drug
DDI-MedLine.d31.s2|18-24|genomes|group
DDI-MedLine.d31.s5|84-91|drug use|group
DDI-DrugBank.d449.s0|0-11|ketoconazole|drug
DDI-DrugBank.d449.s0|16-27|itraconazole|drug
DDI-DrugBank.d449.s1|14-24|fluvoxamine|drug
DDI-DrugBank.d449.s1|27-36|cimetidine|drug
DDI-DrugBank.d449.s1|39-43|Xanax|brand
DDI-DrugBank.d449.s1|56-60|Xanax|brand
DDI-DrugBank.d449.s2|0-9|Fluoxetine|drug
DDI-DrugBank.d449.s2|12-14|OCs|group
DDI-DrugBank.d449.s2|17-26|sertraline|drug
DDI-DrugBank.d449.s2|29-37|diltiazem|drug
DDI-DrugBank.d449.s2|40-60|macrolide antibiotics|group
DDI-DrugBank.d8.s0|0-6|ALFENTA|drug
DDI-DrugBank.d8.s0|54-68|CNS depressants|group
DDI-DrugBank.d8.s0|78-89|barbiturates|group
DDI-DrugBank.d8.s0|92-104|tranquilizers|group
DDI-DrugBank.d8.s0|107-113|opioids|group
DDI-DrugBank.d8.s0|119-148|inhalation general anesthetics|group
DDI-DrugBank.d8.s0|158-169|barbiturates|drug
DDI-DrugBank.d8.s0|172-184|tranquilizers|group
DDI-DrugBank.d8.s0|187-193|opioids|drug
DDI-DrugBank.d8.s0|199-228|inhalation general anesthetics|group
DDI-DrugBank.d8.s2|61-81|antiretroviral agents|group
DDI-DrugBank.d8.s3|0-6|ALFENTA|drug
DDI-DrugBank.d8.s3|68-98|volatile inhalation anesthetics|group
DDI-DrugBank.d8.s3|168-174|ALFENTA|drug
DDI-DrugBank.d8.s3|209-220|erythromycin|drug
DDI-DrugBank.d8.s3|227-233|ALFENTA|drug
DDI-DrugBank.d8.s3|261-267|ALFENTA|drug
DDI-DrugBank.d8.s4|0-9|Cimetidine|drug
DDI-DrugBank.d8.s4|36-42|ALFENTA|drug_n
DDI-DrugBank.d8.s5|18-24|ALFENTA|brand
DDI-DrugBank.d8.s5|109-115|ALFENTA|brand
DDI-DrugBank.d8.s6|32-65|drugs affecting hepatic blood flow|group
DDI-DrugBank.d8.s6|70-84|enzyme function|group
DDI-DrugBank.d416.s0|0-2|PAH|drug
DDI-DrugBank.d416.s0|71-82|sulfonamides|group
DDI-DrugBank.d416.s0|85-92|procaine|drug
DDI-DrugBank.d416.s0|98-112|thiazolesulfone|group
DDI-DrugBank.d416.s2|0-9|Probenecid|drug
DDI-DrugBank.d416.s2|50-59|weak acids|group
DDI-DrugBank.d416.s2|69-71|PAH|drug_n
DDI-DrugBank.d416.s3|30-39|probenecid|drug
DDI-DrugBank.d22.s0|0-18|Aminosalicylic acid|drug
DDI-DrugBank.d22.s0|47-53|digoxin|drug
DDI-DrugBank.d22.s0|56-62|Lanoxin|brand
DDI-DrugBank.d22.s0|65-74|Lanoxicaps|brand
DDI-DrugBank.d22.s1|32-38|digoxin|drug
DDI-DrugBank.d22.s1|53-71|aminosalicylic acid|drug
DDI-DrugBank.d22.s1|90-96|digoxin|drug
DDI-DrugBank.d22.s2|0-18|Aminosalicylic acid|drug
DDI-DrugBank.d22.s2|56-66|Vitamin B12|drug_n
DDI-DrugBank.d22.s3|0-18|aminosalicylic acid|drug
DDI-DrugBank.d318.s0|46-50|drugs|group
DDI-DrugBank.d318.s0|70-83|amphotericin B|drug
DDI-DrugBank.d318.s0|86-106|antineoplastic agents|group
DDI-DrugBank.d318.s0|138-151|renal toxicity|group
DDI-DrugBank.d318.s0|154-165|bronchospasm|group
DDI-DrugBank.d318.s0|171-181|hypotension|group
DDI-DrugBank.d318.s1|23-43|antineoplastic agents|group
DDI-DrugBank.d318.s1|54-69|nitrogen mustard|drug
DDI-DrugBank.d318.s2|36-56|Corticotropic hormone|drug
DDI-DrugBank.d318.s2|59-62|ACTH|drug_n
DDI-DrugBank.d318.s2|81-94|amphotericin B|drug
DDI-DrugBank.d318.s3|0-13|amphotericin B|drug
DDI-DrugBank.d318.s5|0-8|Digitalis|drug
DDI-DrugBank.d318.s5|22-35|amphotericin B|drug
DDI-DrugBank.d318.s5|72-80|Digitalis|drug
DDI-DrugBank.d318.s7|0-10|Flucytosine|drug
DDI-DrugBank.d318.s7|21-44|synergistic relationship|group
DDI-DrugBank.d318.s7|51-64|amphotericin B|drug
DDI-DrugBank.d318.s7|130-140|flucytosine|drug
DDI-DrugBank.d318.s8|0-9|imidazoles|group
DDI-DrugBank.d318.s8|19-30|ketoconazole|drug
DDI-DrugBank.d318.s8|33-42|miconazole|drug
DDI-DrugBank.d318.s8|45-56|clotrimazole|drug
DDI-DrugBank.d318.s8|59-69|fluconazole|drug
DDI-DrugBank.d318.s10|6-28|nephrotoxic medications|group
DDI-DrugBank.d318.s10|46-60|aminoglycosides|group
DDI-DrugBank.d318.s10|63-74|cyclosporine|drug
DDI-DrugBank.d318.s10|136-162|drug-induced renal toxicity|group
DDI-DrugBank.d318.s11|95-117|nephrotoxic medications|group
DDI-DrugBank.d318.s12|27-40|amphotericin B|drug
DDI-DrugBank.d318.s12|132-143|tubocurarine|drug
DDI-DrugBank.d318.s14|0-13|amphotericin B|drug
DDI-DrugBank.d318.s14|19-40|leukocyte transfusions|group
DDI-DrugBank.d318.s14|120-133|amphotericin B|drug
DDI-DrugBank.d318.s14|139-160|leukocyte transfusions|group
DDI-DrugBank.d357.s0|5-15|Antagonists|group
DDI-DrugBank.d357.s0|90-100|apomorphine|drug
DDI-DrugBank.d357.s0|124-134|ondansetron|drug
DDI-DrugBank.d357.s0|160-170|apomorphine|drug
DDI-DrugBank.d357.s0|177-197|5HT3 antagonist class|group
DDI-DrugBank.d357.s0|200-210|ondansetron|drug
DDI-DrugBank.d357.s0|213-223|granisetron|group
DDI-DrugBank.d357.s0|226-235|dolasetron|drug
DDI-DrugBank.d357.s0|238-249|palonosetron|group
DDI-DrugBank.d357.s0|256-264|alosetron|group
DDI-DrugBank.d357.s1|141-168|antihypertensive medications|group
DDI-DrugBank.d357.s1|173-184|vasodilators|group
DDI-DrugBank.d357.s1|248-252|drugs|group
DDI-DrugBank.d357.s1|265-275|hypotension|drug
DDI-DrugBank.d357.s1|288-308|myocardial infarction|drug
DDI-DrugBank.d357.s1|320-336|serious pneumonia|drug
DDI-DrugBank.d357.s1|348-360|serious falls|drug
DDI-DrugBank.d357.s1|376-398|bone and joint injuries|drug
DDI-DrugBank.d357.s2|86-96|hypotension|drug
DDI-DrugBank.d357.s3|0-7|Dopamine|drug
DDI-DrugBank.d357.s3|28-38|apomorphine|drug
DDI-DrugBank.d357.s3|45-60|dopamine agonist|group
DDI-DrugBank.d357.s3|83-102|dopamine antagonists|group
DDI-DrugBank.d357.s3|117-128|neuroleptics|group
DDI-DrugBank.d357.s3|131-144|phenothiazines|group
DDI-DrugBank.d357.s3|147-160|butyrophenones|group
DDI-DrugBank.d357.s3|163-175|thioxanthenes|group
DDI-DrugBank.d357.s3|181-194|metoclopramide|drug
DDI-DrugBank.d357.s3|231-236|APOKYN|brand
DDI-DrugBank.d357.s4|54-65|neuroleptics|group
DDI-DrugBank.d357.s4|91-107|dopamine agonists|group
DDI-DrugBank.d357.s5|82-92|apomorphine|drug
DDI-DrugBank.d357.s5|113-150|drugs that prolong the QT/QTc interval|group
DDI-DrugBank.d357.s6|0-5|APOKYN|drug
DDI-DrugBank.d357.s6|76-81|APOKYN|drug
DDI-DrugBank.d253.s0|0-9|arbutamine|drug
DDI-DrugBank.d253.s1|91-121|arbutamine-mediated stress test|group
DDI-DrugBank.d253.s2|0-20|Antiarrhythmic agents|group
DDI-DrugBank.d253.s2|23-29|class I|group
DDI-DrugBank.d253.s2|32-41|flecainide|drug
DDI-DrugBank.d253.s2|44-52|lidocaine|drug
DDI-DrugBank.d253.s2|55-63|quinidine|drug
DDI-DrugBank.d253.s2|87-96|arbutamine|drug
DDI-DrugBank.d253.s3|0-14|antidepressants|group
DDI-DrugBank.d253.s3|17-25|tricyclic|group
DDI-DrugBank.d253.s3|29-50|anticholinergic agents|group
DDI-DrugBank.d253.s3|72-93|anticholinergic agents|group
DDI-DrugBank.d253.s3|100-119|digitalis glycosides|group
DDI-DrugBank.d253.s3|142-151|arbutamine|drug
DDI-DrugBank.d105.s0|0-13|anticoagulants|group
DDI-DrugBank.d105.s0|25-44|coumarin derivatives|group
DDI-DrugBank.d105.s0|47-68|indandione derivatives|group
DDI-DrugBank.d105.s0|75-105|platelet aggregation inhibitors|group
DDI-DrugBank.d105.s0|115-150|nonsteroidal anti-inflammatory drugs|group
DDI-DrugBank.d105.s0|153-158|NSAIDs|group
DDI-DrugBank.d105.s0|166-172|aspirin|brand
DDI-DrugBank.d105.s0|245-253|ardeparin|drug
DDI-DrugBank.d509.s0|0-6|ABILIFY|drug
DDI-DrugBank.d509.s0|32-53|centrally acting drugs|group
DDI-DrugBank.d509.s0|59-65|alcohol|drug
DDI-DrugBank.d509.s0|77-88|Aripiprazole|drug
DDI-DrugBank.d509.s2|3-32|adrenergic receptor antagonism|group
DDI-DrugBank.d509.s2|35-46|aripiprazole|drug
DDI-DrugBank.d509.s2|99-121|antihypertensive agents|group
DDI-DrugBank.d509.s3|0-11|Aripiprazole|drug
DDI-DrugBank.d509.s5|37-48|aripiprazole|drug
DDI-DrugBank.d509.s5|119-125|smoking|drug_n
DDI-DrugBank.d509.s6|5-10|CYP3A4|drug
DDI-DrugBank.d509.s6|16-21|CYP2D6|drug
DDI-DrugBank.d509.s6|43-54|aripiprazole|drug
DDI-DrugBank.d509.s7|0-11|aripiprazole|drug
DDI-DrugBank.d509.s7|32-37|CYP3A4|group
DDI-DrugBank.d509.s7|44-56|carbamazepine|drug
DDI-DrugBank.d509.s7|86-97|aripiprazole|drug
DDI-DrugBank.d509.s8|14-19|CYP3A4|group
DDI-DrugBank.d509.s8|26-37|ketoconazole|drug
DDI-DrugBank.d509.s8|43-48|CYP2D6|group
DDI-DrugBank.d509.s8|55-63|quinidine|drug
DDI-DrugBank.d509.s8|66-75|fluoxetine|drug
DDI-DrugBank.d509.s8|81-90|paroxetine|drug
DDI-DrugBank.d509.s8|105-116|aripiprazole|drug
DDI-DrugBank.d509.s9|16-27|aripiprazole|drug
DDI-DrugBank.d509.s10|23-34|ketoconazole|drug
DDI-DrugBank.d509.s11|0-11|ketoconazole|drug
DDI-DrugBank.d509.s11|48-59|aripiprazole|drug
DDI-DrugBank.d509.s11|69-80|aripiprazole|drug
DDI-DrugBank.d509.s12|0-11|itraconazole|drug
DDI-DrugBank.d509.s13|0-10|antibiotics|group
DDI-DrugBank.d509.s13|13-24|erythromycin|drug
DDI-DrugBank.d509.s13|28-43|grapefruit juice|drug_n
DDI-DrugBank.d509.s14|0-11|aripiprazole|drug
DDI-DrugBank.d509.s15|0-8|Quinidine|drug
DDI-DrugBank.d509.s15|11-22|aripiprazole|drug
DDI-DrugBank.d509.s15|25-30|CYP2D6|drug
DDI-DrugBank.d509.s16|0-11|Aripiprazole|drug
DDI-DrugBank.d509.s16|102-110|quinidine|drug
DDI-DrugBank.d509.s16|117-128|Aripiprazole|drug
DDI-DrugBank.d509.s17|0-9|fluoxetine|drug
DDI-DrugBank.d509.s17|14-23|paroxetine|drug
DDI-DrugBank.d509.s18|9-24|CYP2D6 inhibitor|group
DDI-DrugBank.d509.s18|69-80|aripiprazole|drug
DDI-DrugBank.d509.s19|0-12|Carbamazepine|drug
DDI-DrugBank.d509.s19|15-20|CYP3A4|drug
DDI-DrugBank.d509.s19|51-63|Carbamazepine|drug
DDI-DrugBank.d509.s19|66-71|CYP3A4|drug
DDI-DrugBank.d509.s19|104-109|CYP3A4|group
DDI-DrugBank.d509.s19|125-136|Aripiprazole|drug
DDI-DrugBank.d509.s19|192-195|Cmax|drug
DDI-DrugBank.d509.s19|201-203|AUC|drug
DDI-DrugBank.d509.s19|220-231|Aripiprazole|drug
DDI-DrugBank.d509.s19|260-279|dehydro-aripiprazole|drug
DDI-DrugBank.d509.s20|0-12|carbamazepine|drug
DDI-DrugBank.d509.s20|14-25|aripiprazole|drug
DDI-DrugBank.d509.s22|0-12|carbamazepine|drug
DDI-DrugBank.d509.s22|19-30|aripiprazole|drug
DDI-DrugBank.d509.s22|77-88|aripiprazole|drug
DDI-DrugBank.d509.s23|0-6|Lithium|drug
DDI-DrugBank.d509.s23|9-17|valproate|drug
DDI-DrugBank.d509.s23|20-29|famotidine|drug
DDI-DrugBank.d509.s23|32-43|aripiprazole|drug
DDI-DrugBank.d509.s24|0-11|Aripiprazole|drug
DDI-DrugBank.d509.s24|89-132|drugs metabolized by cytochrome P450 enzymes|group
DDI-DrugBank.d509.s25|46-57|aripiprazole|drug
DDI-DrugBank.d509.s25|102-107|CYP2D6|group
DDI-DrugBank.d509.s25|110-125|dextromethorphan|drug
DDI-DrugBank.d509.s25|129-134|CYP2C9|group
DDI-DrugBank.d509.s25|137-144|warfarin|drug
DDI-DrugBank.d509.s25|148-154|CYP2C19|group
DDI-DrugBank.d509.s25|157-166|omeprazole|drug
DDI-DrugBank.d509.s25|169-176|warfarin|drug
DDI-DrugBank.d509.s25|184-189|CYP3A4|group
DDI-DrugBank.d509.s25|192-207|dextromethorphan|drug
DDI-DrugBank.d509.s26|0-11|Aripiprazole|drug
DDI-DrugBank.d509.s26|17-35|Dehydroaripiprazole|drug
DDI-DrugBank.d509.s27|53-64|aripiprazole|drug
DDI-DrugBank.d509.s27|86-92|ethanol|drug
DDI-DrugBank.d509.s27|126-132|ethanol|drug
DDI-DrugBank.d509.s28|0-6|ABILIFY|drug
DDI-DrugBank.d109.s0|29-38|Macrolides|group
DDI-DrugBank.d109.s0|41-50|Macrolides|group
DDI-DrugBank.d109.s0|53-62|Macrolides|group
DDI-DrugBank.d109.s0|75-86|Erythromycin|drug
DDI-DrugBank.d73.s0|0-8|reserpine|drug
DDI-DrugBank.d73.s0|54-73|beta-blocking agents|group
DDI-DrugBank.d73.s1|0-7|TENORMIN|drug
DDI-DrugBank.d73.s1|16-37|catecholamine depletor|group
DDI-DrugBank.d73.s1|118-128|bradycardia|group
DDI-DrugBank.d73.s1|148-154|vertigo|drug
DDI-DrugBank.d73.s1|157-163|syncope|drug
DDI-DrugBank.d73.s2|0-23|Calcium channel blockers|group
DDI-DrugBank.d73.s2|74-81|TENORMIN|brand
DDI-DrugBank.d73.s3|0-8|clonidine|drug
DDI-DrugBank.d73.s4|41-52|beta blocker|group
DDI-DrugBank.d73.s4|120-128|clonidine|drug
DDI-DrugBank.d73.s5|13-21|clonidine|drug
DDI-DrugBank.d73.s5|26-37|beta-blocker|group
DDI-DrugBank.d73.s5|68-80|beta blockers|group
DDI-DrugBank.d73.s5|123-131|clonidine|drug
DDI-DrugBank.d73.s6|19-57|prostaglandin synthase inhibiting drugs|group
DDI-DrugBank.d73.s6|64-75|indomethacin|drug
DDI-DrugBank.d73.s6|118-130|beta blockers|group
DDI-DrugBank.d73.s7|0-7|atenolol|drug
DDI-DrugBank.d73.s7|13-19|aspirin|drug
DDI-DrugBank.d73.s8|106-112|aspirin|drug
DDI-DrugBank.d73.s8|118-130|beta blockers|group
DDI-DrugBank.d73.s9|13-25|beta blockers|group
DDI-DrugBank.d73.s10|56-66|epinephrine|drug
DDI-DrugBank.d489.s0|0-6|Kerlone|drug
DDI-DrugBank.d489.s0|22-26|drugs|group
DDI-DrugBank.d489.s0|58-64|Kerlone|drug
DDI-DrugBank.d489.s0|109-118|cimetidine|drug
DDI-DrugBank.d489.s0|121-130|nifedipine|drug
DDI-DrugBank.d489.s0|133-146|chlorthalidone|drug
DDI-DrugBank.d489.s0|153-171|hydrochlorothiazide|drug
DDI-DrugBank.d489.s1|30-36|Kerlone|brand
DDI-DrugBank.d489.s1|52-64|anticoagulant|group
DDI-DrugBank.d489.s1|66-73|warfarin|brand
DDI-DrugBank.d489.s1|112-124|anticoagulant|group
DDI-DrugBank.d489.s1|136-143|warfarin|brand
DDI-DrugBank.d489.s2|0-28|Catecholamine-depleting drugs|group
DDI-DrugBank.d489.s2|37-45|reserpine|drug
DDI-DrugBank.d489.s2|92-111|beta-blocking agents|group
DDI-DrugBank.d489.s3|0-38|beta-adrenergic receptor blocking agent|drug
DDI-DrugBank.d489.s3|47-68|catecholamine depletor|group
DDI-DrugBank.d489.s4|0-12|beta-blockers|drug
DDI-DrugBank.d489.s4|18-26|clonidine|drug
DDI-DrugBank.d489.s4|46-57|beta-blocker|drug
DDI-DrugBank.d489.s4|140-148|clonidine|drug
DDI-DrugBank.d489.s5|0-6|calcium|drug
DDI-DrugBank.d489.s5|52-82|beta-adrenergic blocking agents|group
DDI-DrugBank.d489.s5|89-102|heart function|group
DDI-DrugBank.d489.s5|163-178|cardiac function|group
DDI-DrugBank.d489.s6|116-146|beta-adrenergic blocking agents|group
DDI-DrugBank.d489.s6|161-178|calcium antagonist|drug
DDI-DrugBank.d489.s7|44-61|calcium antagonist|group
DDI-DrugBank.d489.s7|70-95|dihydropyridine derivative|group
DDI-DrugBank.d489.s7|104-113|nifedipine|drug
DDI-DrugBank.d489.s7|249-257|verapamil|drug
DDI-DrugBank.d489.s7|262-270|diltiazem|drug
DDI-DrugBank.d489.s8|69-81|beta-blockers|group
DDI-DrugBank.d489.s8|156-168|beta-blockers|group
DDI-DrugBank.d489.s9|0-12|beta-blockers|drug
DDI-DrugBank.d489.s10|56-66|epinephrine|drug
DDI-DrugBank.d497.s0|0-4|AZOPT|drug
DDI-DrugBank.d497.s0|7-18|brinzolamide|brand
DDI-DrugBank.d497.s0|35-62|carbonic anhydrase inhibitor|group
DDI-DrugBank.d497.s1|0-11|brinzolamide|drug
DDI-DrugBank.d497.s2|34-67|oral carbonic anhydrase inhibitors|group
DDI-DrugBank.d497.s2|88-104|drug interactions|drug
DDI-DrugBank.d497.s2|135-144|salicylate|drug
DDI-DrugBank.d497.s3|0-4|AZOPT|drug
DDI-DrugBank.d497.s3|7-18|brinzolamide|group
DDI-DrugBank.d153.s0|0-10|epinephrine|drug
DDI-DrugBank.d153.s0|15-28|norepinephrine|drug
DDI-DrugBank.d153.s3|29-45|vasopressor drugs|group
DDI-DrugBank.d153.s3|54-78|ergot-type oxytocic drugs|group
DDI-DrugBank.d153.s4|0-13|phenothiazines|group
DDI-DrugBank.d153.s4|19-32|butyrophenones|group
DDI-DrugBank.d153.s4|78-88|epinephrine|drug
DDI-DrugBank.d213.s0|15-27|iodine excess|drug_n
DDI-DrugBank.d213.s0|56-66|Carbimazole|drug
DDI-DrugBank.d213.s0|76-92|iodine deficiency|drug_n
DDI-DrugBank.d213.s0|121-131|Carbimazole|drug
DDI-DrugBank.d213.s1|0-6|digoxin|drug
DDI-DrugBank.d213.s1|12-20|digitoxin|drug
DDI-DrugBank.d213.s1|54-71|antithyroid agents|group
DDI-DrugBank.d213.s3|0-17|antithyroid agents|group
DDI-DrugBank.d213.s3|32-47|thyroidal uptake|drug
DDI-DrugBank.d213.s3|52-64|sodium iodide|drug_n
DDI-DrugBank.d213.s3|66-69|I131|drug
DDI-DrugBank.d213.s3|142-152|Carbimazole|drug
DDI-DrugBank.d213.s4|26-39|anticoagulants|group
DDI-DrugBank.d213.s4|68-74|thyroid|group
DDI-DrugBank.d213.s4|80-88|metabolic|group
DDI-DrugBank.d213.s5|17-32|prothrombin time|drug
DDI-DrugBank.d213.s5|55-67|anticoagulant|group
DDI-DrugBank.d520.s0|0-10|Carboplatin|drug
DDI-DrugBank.d269.s0|0-19|Inhibitors of CYP2D6|group
DDI-DrugBank.d269.s1|0-9|carvedilol|drug
DDI-DrugBank.d269.s1|74-42||drug
DDI-DrugBank.d269.s1|111-116|CYP2D6|group
DDI-DrugBank.d269.s1|127-70||drug
DDI-DrugBank.d269.s1|138-122||drug
DDI-DrugBank.d269.s1|150-134||drug
DDI-DrugBank.d269.s1|166-146||drug
DDI-DrugBank.d269.s1|287-163||drug
DDI-DrugBank.d269.s2|0-8|Lopinavir|drug
DDI-DrugBank.d269.s3|0-8|reserpine|drug
DDI-DrugBank.d269.s3|14-41|monoamine oxidase inhibitors|group
DDI-DrugBank.d269.s4|0-8|Clonidine|drug
DDI-DrugBank.d269.s4|11-36|concomitant administration|group
DDI-DrugBank.d269.s4|41-49|Clonidine|drug
DDI-DrugBank.d269.s4|68-88|b-blocking properties|group
DDI-DrugBank.d269.s5|44-64|b-blocking properties|group
DDI-DrugBank.d269.s5|70-78|clonidine|drug
DDI-DrugBank.d269.s5|105-120|b-blocking agent|group
DDI-DrugBank.d269.s6|0-8|Clonidine|drug
DDI-DrugBank.d269.s7|0-11|Cyclosporine|drug
DDI-DrugBank.d269.s7|14-19|Modest|drug
DDI-DrugBank.d269.s7|46-57|Cyclosporine|drug
DDI-DrugBank.d269.s7|112-121|carvedilol|drug
DDI-DrugBank.d269.s8|0-11|cyclosporine|drug
DDI-DrugBank.d269.s9|23-34|sulfonamides|group
DDI-DrugBank.d269.s9|49-60|cyclosporine|drug
DDI-DrugBank.d269.s10|0-11|cyclosporine|drug
DDI-DrugBank.d269.s10|69-78|carvedilol|brand
DDI-DrugBank.d269.s10|109-120|cyclosporine|drug
DDI-DrugBank.d269.s11|0-6|Digoxin|drug
DDI-DrugBank.d269.s11|9-15|Digoxin|drug
DDI-DrugBank.d269.s11|64-70|Digoxin|drug
DDI-DrugBank.d269.s11|76-85|carvedilol|drug
DDI-DrugBank.d269.s12|0-6|digoxin|drug
DDI-DrugBank.d269.s12|12-16|COREG|brand
DDI-DrugBank.d269.s13|0-6|digoxin|drug
DDI-DrugBank.d269.s13|43-47|coreg|drug
DDI-DrugBank.d269.s13|109-115|digoxin|drug
DDI-DrugBank.d269.s14|0-7|Rifampin|drug
DDI-DrugBank.d269.s14|42-51|carvedilol|drug
DDI-DrugBank.d269.s15|23-31|Lopinavir|drug
DDI-DrugBank.d269.s16|128-132|COREG|drug
DDI-DrugBank.d269.s16|158-166|diltiazem|drug
DDI-DrugBank.d269.s17|0-4|Coreg|drug
DDI-DrugBank.d269.s17|32-52|b-blocking properties|group
DDI-DrugBank.d269.s17|58-62|Coreg|drug
DDI-DrugBank.d269.s17|98-121|calcium channel blockers|group
DDI-DrugBank.d269.s17|130-138|verapamil|group
DDI-DrugBank.d269.s17|143-151|diltiazem|group
DDI-DrugBank.d269.s17|182-184|ECG|group
DDI-DrugBank.d269.s17|190-203|blood pressure|group
DDI-DrugBank.d269.s18|0-6|Insulin|drug
DDI-DrugBank.d269.s18|11-28|Oral Hypoglycemics|group
DDI-DrugBank.d269.s18|43-46|beta|group
DDI-DrugBank.d269.s18|115-121|Insulin|drug
DDI-DrugBank.d269.s18|127-144|Oral Hypoglycemics|group
DDI-DrugBank.d269.s19|30-36|insulin|drug
DDI-DrugBank.d269.s19|41-58|oral hypoglycemics|group
DDI-DrugBank.d339.s0|0-12|Carbamazepine|drug
DDI-DrugBank.d339.s0|15-27|Carbamazepine|drug
DDI-DrugBank.d339.s0|88-93|SUPRAX|brand
DDI-DrugBank.d339.s1|0-12|carbamazepine|drug
DDI-DrugBank.d339.s2|0-7|Warfarin|drug
DDI-DrugBank.d339.s2|13-26|Anticoagulants|group
DDI-DrugBank.d339.s2|115-122|cefixime|drug
DDI-DrugBank.d339.s3|0-6|Ketones|drug
DDI-DrugBank.d339.s3|48-60|nitroprusside|drug
DDI-DrugBank.d339.s3|87-103|nitroferricyanide|drug
DDI-DrugBank.d339.s4|0-5|SUPRAX|drug
DDI-DrugBank.d339.s5|23-29|glucose|drug
DDI-DrugBank.d339.s5|46-80|enzymatic glucose oxidase reactions|group
DDI-DrugBank.d339.s5|91-99|Clinistix|brand
DDI-DrugBank.d339.s5|107-114|Tes-Tape|brand
DDI-DrugBank.d339.s6|82-106|cephalosporin antibiotics|group
DDI-DrugBank.d339.s7|51-61|Coombs test|group
DDI-DrugBank.d339.s7|81-84|drug|drug
DDI-DrugBank.d172.s0|0-8|celecoxib|drug
DDI-DrugBank.d172.s0|59-67|celecoxib|drug
DDI-DrugBank.d172.s1|0-8|Celecoxib|drug
DDI-DrugBank.d172.s1|51-65|cytochrome P450|group
DDI-DrugBank.d172.s1|78-82|liver|group
DDI-DrugBank.d172.s2|0-8|Celecoxib|drug
DDI-DrugBank.d172.s3|31-39|celecoxib|drug
DDI-DrugBank.d172.s3|64-78|cytochrome P450|group
DDI-DrugBank.d172.s4|36-44|celecoxib|drug
DDI-DrugBank.d172.s4|92-110|cytochrome P450 2D6|group
DDI-DrugBank.d172.s5|47-62|drug interaction|group
DDI-DrugBank.d172.s5|69-73|drugs|group
DDI-DrugBank.d172.s5|99-106|P450 2D6|group
DDI-DrugBank.d172.s6|0-8|Celecoxib|drug
DDI-DrugBank.d172.s6|32-42|fluconazole|drug
DDI-DrugBank.d172.s6|102-108|Lithium|drug
DDI-DrugBank.d172.s7|0-9|furosemide|drug
DDI-DrugBank.d172.s7|15-28|ACE inhibitors|group
DDI-DrugBank.d172.s8|0-8|celecoxib|drug
